Name,rt,mz,S48,E0,E0,Pool,S0,S0,S0,E48,Pool,Pool,Blank,Pool,E0,S48,S0,S48,Pool,E0,S48,Blank,Pool,Blank,Pool,E48,E48,Pool,E48,E48,E0,S0,Blank,Pool
,"900,07967812293",194,"117,203378342549","85,8164055802348","94,8097004430925","89,5386196335874","127,839016881488","80,7237767297461","75,8177006758133","75,0287721016462","164,800407647275","173,587035729035","95,9516409119216","108,55878129508","155,764606136302","131,561078412859","58,8961868111147","107,687042261553","185,702262747282","185,176835626007","143,32617106355","109,708814871514","113,494122621548","51,0776474478937","117,295037685386","158,684615285074","187,932335460589","316,074290614787","343,349768510989","403,8","277,8060902012","273,896014291085","50,0720266954597","177,598252509459"
,"999,202263418311",378,"102,364936296497","91,142307652363","146,220897768316","173,670333723061","198,021405461558","161,862141309908","73,4129453095859","147,162532675893","159,935271474049","119,278028785521","182,751701781068","134,801530132494","152,550000000001","237,193033087961","143,903963307019","142,14431453867","122,90514880274","156,804098339617","170,444092715701","155,82615003426","79,1856278880732","76,8893026900761","115,148720281008","204,762710174093","257,606012144177","245,960282412168","230,31249687381","425,441464469571","281,478930404846","264,482096069334","338,855833450277","296,765318261014"
,"1061,53454443176",268,"134,097554780963","70,347857283575","61,407346768916","86,4469463531684","196,400000000001","89,14598270334","133,951484284052","144,366907992639","121,276378283513","96,9666235615555","95,6040789230689","103,663933737708","57,5244047186029","91,8424493411621","100,018984227556","53,5011256241368","128,042367759201","87,3163809682153","39,9739167799005","97,7695269198235","99,5669649670547","50,1423152877659","61,3712542833807","120,512388082884","360,487805352927","101,128976152942","132,892813370184","163,29719578361","211,156886086034","109,666255610423","137,262195934957","130,70062031644"
,"749,354643413081",500,"121,01839460824","92,4300615895745","128,266302642742","180,831294513696","149,472026530313","100,176893396728","91,0054506374802","187,680607956449","262,249999999999","141,990112542764","203,647725957606","126,053089601621","150,794532940903","105,82877171373","95,8360727116416","124,31038679872","107,670820537231","152,318228439895","143,305517065949","157,713459421479","164,473658346213","149,949124166273","88,4952505970764","351,855644440304","339,965686986575","590,55","208,493744577117","313,307281046443","207,980900441714","197,462262171617","74,3096278452403","114,450000000001"
,"803,646955287214",494,"97,5013776812289","71,8269882551295","115,515101794805","128,523408063569","106,931577502989","106,87027711685","43,3657127015955","65,9800336425994","124,751749983538","79,3975034435806","72,9302010477442","75,3559790185986","96,6385707237679","85,90731340591","84,1015638310805","66,0337279924225","119,236736052763","143,400000000002","70,549653001975","117,133248298272","90,5729265046484","51,9512853561815","91,5828054288455","281,288327395455","111,63754126808","107,111582629684","220,109838703787","173,883169989499","119,040345013392","134,663888205926","187,454153397922","81,0504222587817"
,"946,654792074839",482,"108,374750557034","28,9529919612849","108,996169530491","96,5994115574686","111,318780395904","92,5091781785607","112,813342419491","96,3904939782117","76,5589669726186","106,212170998918","124,230213114694","142,595186724758","158,542257901721","120,762083097032","189,865999522953","80,563028721791","121,84102804243","127,854429393733","82,2219122272544","42,832552767777","104,557976052071","159,306186682905","139,850000000001","243,469023373523","203,45038563425","437,100916454705","161,230748527287","178,429630202949","146,92560486593","168,172947195678","173,456996983042","228,384589024256"
,"600,113023076158",401,"114,986196488698","101,406796147343","172,363182809259","110,732261150069","113,588996270844","82,1458454993797","102,83292540599","77,727504199625","60,9758739050031","121,144944793039","67,1467603866332","129,797670298337","98,291380049724","78,5146108130487","88,6525836214688","127,345825857006","92,830755721086","91,7433536224825","68,5727520626389","152,227762904168","32,8860488906642","62,1363266472525","89,3067556372259","285,332913180776","406,349447843522","129,355671973561","332,573814969556","204,689760179057","184,950314116229","265,100000000001","251,722346686912","127,452525470633"
,"1100,03311397362",499,"96,5995934440797","85,2496535009877","37,9499949090559","29,5998459773336","140,345283143362","76,0969071841495","30,9001629195817","109,147965431343","88,8011877757738","76,2982711299253","37,7990402936813","46,1490898763971","78,9479478521205","63,2997566355225","101,651599496172","82,3006539284353","50,7010395665575","139,449527975757","93,2039264969268","69,2006805586261","107,847935958161","180,600000000003","74,8521922707722","114,650510645804","155,198130751741","226,937696935525","212,802657780761","237,490817344552","162,136596886849","398,906007980699","103,1066906235","101,247649693532"
,"1086,14327005021",421,"113,945147076885","41,8480698611639","160,208230344042","146,241171538443","59,9694354893681","132,3","53,951869070088","108,371336735521","95,2201535094777","92,2706732691596","115,950616673132","71,9283267920369","98,8034363927423","94,2431251324144","58,7128746976653","87,2561221733163","95,9812256896808","112,456265539653","131,578663701539","95,7165572236584","171,647129973398","53,5448415775534","74,677314952709","520,500000000004","83,184342070104","235,841073854619","188,951006153454","171,939311543713","127,369821452017","202,835224895349","242,925383095631","166,790077969449"
,"870,336365378165",442,"149,351101802594","138,077495119345","163,46745362143","284,267192945189","260,699980495096","134,136125184267","182,103235325623","221,197841784376","183,053285420639","171,093404960569","312,032240385489","233,20797950989","287,837098537254","107,046197787574","244,672228873915","275,525059093369","114,506758252332","291,475893274556","244,996461360907","232,7121821831","388,995677350858","337,193749042306","281,983882341426","74,4708378075627","384,973414539621","418,148987624434","305,430024702805","321,576078858294","435,988686947716","195,553805915668","499,401985858926","785,091949709445"
,"972,145110906873",62,"441,006621807958","344,636779332809","381,110438893747","271,996887275676","359,407312088258","482,656956366653","414,160665835138","403,892165281601","317,805045697027","331,952652152869","364,298466654991","348,207713961989","308,068323756991","446,025762007211","155,791510158654","236,778477632294","327,472537157071","392,53741602102","366,997171070589","560,45050763609","422,107796122506","360,475652164365","365,479246638304","620,683737729561","478,590003920979","791,806931778003","584,991546885408","468,262507610574","598,870576097367","617,537141814416","422,423941057332","308,338775540146"
,"793,865620541667",274,"114,300123852841","143,55","60,0102723531913","120,910025594132","139,7392721576","114,85091321276","70,2603164891692","60,6763665412324","108,673722062918","102,483539086729","152,415085218081","43,5249123076662","100,206901891437","77,8501747606588","85,2758866946528","82,365320841725","72,4816434642833","50,9697757515465","93,663163145384","67,3026628882609","89,4022737841022","70,9806552334704","24,3877037851083","162,644169122355","226,534844079287","380,433210262454","307,170621810392","373,264052098029","271,972969651639","163,402524529532","184,148338134069","219,233097306266"
,"480,302707585551",282,"117,454117242107","235,077254746051","178,090760046498","236,548491653707","170,966789944508","152,627578952981","221,4","183,559597174987","145,135358354207","194,298973290334","125,977508317333","105,64227377506","219,439824919967","146,299210992373","94,2171863498982","197,685699302251","148,882791576216","96,9328533324217","180,319077551939","150,351732695042","170,655546624144","183,693789374792","143,198590632359","265,022737496731","425,544580279406","238,529470263044","199,182386867653","287,555015637482","268,833321476483","426,926135836237","296,195744501084","228,213330717873"
,"936,000144910434",266,"133,674804104978","121,599327084835","88,3297244810138","178,645745872908","109,200099900555","102,651679407341","195,717150172289","114,033638976874","177,117927662489","119,732729781197","118,146861596202","188,086720586581","190,731058998399","171,149999999999","145,513039700137","174,705371062695","115,570739421987","136,534881925731","130,713226252068","65,6790976473205","150,04345097117","50,3396886057911","88,9852058494415","184,135049380573","186,961880882892","277,73043890463","410,295370484144","377,411428860909","267,39687586642","312,280963679995","187,99977042994","321,480708138753"
,"780,303523634612",450,"117,547374096617","110,682599854568","237,54782287663","102,719126253574","93,5016275215244","164,923582435007","144,32159613587","56,817891639001","137,820780914102","207,509578404071","111,849598044","152,03923963829","110,117964630672","104,688031306352","123,987096861376","152,46362381558","118,389409107476","180,64876313932","105,283157045972","139,843253583513","128,604054904812","191,67874988071","95,9709513068998","367,240563338101","234,396642150304","205,052833948435","238,646202487756","158,817364639166","361,251601900096","279,761940974954","154,753516284519","510,499999999999"
,"613,335579671092",80,"107,483306851328","107,991028180846","103,44846928937","66,3140989814443","122,965436328879","126,563482609748","66,935063037349","121,468959254633","132,525270734272","70,7345571681831","201,497474376565","59,550693837429","47,0747456117258","111,599999999999","228,0768925282","67,7058790110368","80,9769192843204","156,51634089578","126,530981590331","156,602250959005","128,045851321656","98,6625249895169","104,922037716073","337,207423554419","280,038168525457","89,5500398149618","223,798467867134","141,603217324293","156,396295095137","96,7951160789135","48,1196812245013","95,3614066046898"
