Name,rt,mz,S48,E0,E0,Pool,S0,S0,S0,E48,Pool,Pool,Blank,Pool,E0,S48,S0,S48,Pool,E0,S48,Blank,Pool,Blank,Pool,E48,E48,Pool,E48,E48,E0,S0,Blank,Pool
,"519,764595657935",71,"533,331670513126","347,477934335357","314,797339769159","506,892456337361","309,046987752122","402,152450323877","473,925621540823","429,760071467344","535,933632007663","647,026367807118","606,899999999995","1007,15000000001","781,599999999997","528,509361140968","651,655119546745","457,508849215725","786,830104627036","627,912119106306","392,607745987782","595,543530297185","887,496305637302","374,420754192219","650,625731908441","519,116383796082","721,808299430942","667,460620504008","461,346441550183","782,650711243722","624,112023878815","775,697763007063","592,366470998959","818,940839965124"
,"309,284840375647",146,"166,691338463222","135,059185543724","46,7708431863295","47,8735453725664","87,3656652365581","134,283449452275","84,7538967609684","139,3","80,800661388077","55,8935692240392","62,926048106427","93,4781782871938","70,4234998517037","120,594546538272","103,580746476998","140,50817717667","107,435825578914","125,426239801804","177,606420701825","198,005154811416","688,418403665807","131,640833658295","72,447227458854","80,7505066389938","143,087751102209","289,817936176363","151,137433856076","220,122372193544","197,82939186167","224,481829202961","223,268949131327","688,845979142091"
,"1069,07432058471",219,"453,091947490449","437,735358186407","457,049536792113","553,29999999999","419,441472863092","455,026018887885","675,304255423699","267,94039289163","463,250005303786","432,602626294964","57,821528439659","480,699999999997","228,848594122797","670,742874665686","324,012730275428","466,162956370149","482,700000000003","434,573812456919","806,449999999984","106,021239785386","496,19999999999","65,5704725247563","478,317327782221","575,30000000001","157,47294755841","608,55","530,023450423432","275,97736587164","309,618757455327","784,613396471687","118,893612820582","778,399999999995"
,"699,577536232922",269,"61,280978606553","392,6","463,250000000006","296,750000000001","86,1769118724964","46,4723133839391","100,299999999999","548,400000000002","313,500000000002","164,500000000001","55,4642259638669","214,850000000001","327,149999999997","67,6522519410427","67,7249696118235","107,691492101212","215,7","489,450000000002","107,828915051725","55,7888314580831","274,4","146,966064558929","208,149999999999","448,35","642,900000000004","139,907732416534","695,899999999998","510,3","540,749999999998","113,05366574747","223,852537545228","208,699999999999"
,"536,080393705489",275,"109,175363451395","104,429354696212","127,963784211578","70,2035751722489","122,410610020503","79,3964005972832","94,6158780062141","249,899999999998","81,1285539748565","153,250000000001","74,72732543614","101,865908484952","71,3102857205589","96,9148589375361","113,680989092347","68,9022874675799","138,45155157748","160,749999999999","69,6759959464172","95,6376957262758","285,149999999998","52,6336210382459","121,833932341712","375,449999999998","640,050000000008","167,834507614895","625,449999999996","661,699999999998","155,164042750848","263,300000000004","127,178636580595","303,521159695345"
,"1111,36696656052",78,"813,70000000002","855,399999999989","517,249999999997","338,649999999998","489,499999999997","417,80000000001","476,099999999997","679,200000000017","530,049999999997","344,799999999998","475,100000000012","404,249999999997","894,399999999995","435,349999999997","526,599999999997","543,049999999997","420,999999999997","469,399999999997","681,399999999996","408,799999999997","348,599999999998","292,499999999998","202,599999999999","617,150000000015","831,999999999995","598,049999999996","766,399999999995","508,699999999997","385,949999999998","357,999999999998","429,099999999997","366,800000000009"
,"372,725113343539",52,"337,156998801876","237,216984962106","318,311509091473","447,988476864562","201,444470395008","1064,95","902,009982056702","350,979854403805","994,649999999998","174,899965489924","375,277566653201","369,184453196488","446,104303403781","395,813308183307","874,200000000006","1577,95","190,780326515103","431,168579906858","293,498979568895","278,972159210467","379,566092396985","204,666320986712","220,073422938627","254,982110186008","366,370258862117","332,731821391884","427,231775381801","282,779313644728","339,445030063203","540,2927789941","405,133088018974","335,689429155924"
,"800,953916783345",109,"162,347976882386","122,594740783765","99,7151734040678","108,252139989158","286,154501783903","324,8","571,799999999996","68,2737322603356","69,6903991507979","152,852587735814","65,1724358401561","82,7988815988114","40,80792301154","585,2","326,75","404,950000000005","119,044389415507","42,4047245459254","494,000000000002","72,3981909814845","143,09262341544","47,3116094319172","213,619800362136","43,7199821717624","162,209164603877","191,239063386948","77,5366029387019","188,071567003769","189,066072949941","649,199999999995","86,0557289984086","231,532300866018"
,"215,325942606124",79,"511,167808983714","1336,15","646,35","240,70966411753","431,712729308075","560,900000000001","381,30859722701","454,795409558057","480,029377193603","330,582639083906","379,803336500754","304,184077049748","264,481087147071","228,174752416529","443,345788864681","310,0892483131","330,53048318393","439,13233356108","508,021310387366","366,581857903766","401,219097059764","190,185009072757","340,415232370877","450,800699823241","698,811980249303","288,589827945093","365,709856863958","670,899999999998","482,598633244007","615,97383493275","542,041401177222","595,286472312669"
,"939,726515336834",223,"196,050000000001","783,210643937152","490,103686528466","396,964094306219","121,27398075111","174,7","133,658165785895","459,102584694399","381,089271935125","430,672525317223","86,8103879021787","292,66345441718","350,251072791197","155,21601794923","113,192276132645","100,479133898856","422,586258364338","664,250358585931","102,328941317584","65,4412670446993","445,014282135413","63,5054651116545","231,435991054669","523,794430011687","415,156364072241","458,255184401647","737,111456434959","428,168253210118","486,669204622161","344,030976014785","113,45046594704","510,320772878283"
,"633,862341901519",196,"167,590137444216","161,022554367908","198,258451477509","145,307651209904","93,4465180526331","117,893265131888","74,6975800811679","79,9320817986582","68,7281702396293","219,724791841927","64,168497719","66,2062901391561","84,5794615951106","149,55","86,3323269215923","76,0369236025444","112,065050659871","88,3591686982262","66,7094129380979","112,217836701776","393,795264033188","63,9782304152897","79,2254326347485","145,198975066437","201,361292765498","268,692092338644","162,32740064455","192,01593260905","146,385931577855","140,515926704522","84,7799880253607","362,482328068871"
,"673,094566574142",254,"116,069355193643","112,601542537268","188,289511718722","207,490067409547","139,443765851439","133,411862993997","98,3544694921835","132,133151833751","159,371925159984","170,372653825037","78,7781087015332","179,232228010582","196,419056427591","101,059957341874","225,393362740886","156,649999999999","180,495509127661","490,372657501276","131,096626868934","135,869747042523","125,717082819457","89,3821940287772","131,415937181337","316,729158005477","240,493031302949","242,723215214593","343,395060032595","369,154378489686","368,118824311647","460,31418918022","156,556056622779","313,574944400415"
,"1098,77987032184",78,"1499,9458592907","1125,7975841301","564,799956508256","1245,09603167783","1232,82585289667","579,537224304931","1039,35310065161","912,390719646126","1337,7102714895","1096,28507214561","1482,44999999999","796,190798838624","1219,88045223677","857,748136715708","1140,41160938644","1300,85591159189","1155,71370903671","1934,29626159466","606,563176779851","724,404980227649","991,338915123432","630,349806288571","391,606689670121","1314,30323089335","1001,54242808026","759,176600015771","1392,51024394823","973,97621240098",1139,"1373,21285734471","961,935951542297","1192,38056713484"
,"1102,08695340789",78,"717,35","543,9","196,65","463,25","471,75","300,65","540,2","545,6","568,8","549,75","619,45","528,8","479,5","446,55","514,7","602,35","569,45","880,75","408,55","171,8","557,25","355,05","221,3","751,049999999995","437,65",349,"584,8",431,"434,5","816,25","448,8","558,85"
,"844,282068434736",289,"247,750000000001","217,700000000001","124,901612048964","179,91197363438","239,405857389271","377,650000000003","513,549999999994","237,149999999997","517,15","372,549999999999","101,313179341384","163,125865704994","45,4503706432857","520,150000000002","243,100000000001","260,250000000002","254,000000000002","238,950000000003","335,500000000002","91,5784867654698","133,148128319595","34,2469853000337","149,85","109,227853889918","222,903575369406","309,500000000002","212,335666527912","84,0693589086994","85,2087848386914","685,000000000003","152,006189356789","231,745490077146"
,"1170,43825617202",51,"528,850000000003","520,100000000003","1751,24999999998","303,100000000002","246,499999999994","531,700000000003","601,000000000004","505,200000000003","522,850000000003","317,950000000002","424,850000000003","392,700000000002","339,750000000002","331,650000000002","524,950000000003","278,050000000002","247,600000000002","860,450000000012","507,149999999987","442,049999999989","463,650000000004","482,550000000003",565,"575,500000000004","477,200000000003","252,050000000002","474,650000000003","627,500000000004","485,700000000003","523,800000000003","693,200000000008","592,350000000004"
,"917,742106267718",267,450,"708,250000000007","556,350000000004","396,649999999996","218,250000000002","130,347404177711","229,450000000001","323,5","280,550000000002","437,399999999999","60,3611130665106","230,600000000002","310,599999999997","229,5","102,772914478936","124,961128253243","314,5","644,999999999996","521,650000000001","117,005964581727","491,399999999998","72,0301037780398","329,649999999998","424,85","533,150000000005","401,900000000002","366,65","117,478194980336","608,218473754759","394,550000000004","96,6071522248906","291,750000000003"
,"1168,00281612686",50,"572,550000000004","565,199999999992","310,350000000002","269,700000000002","357,500000000002","426,850000000003","281,899999999992","314,150000000002","554,550000000004","373,74999999999","380,600000000003","248,049999999993","201,149999999995","490,000000000003","400,800000000003","307,950000000002","455,549999999988","659,299999999982","430,700000000003","398,600000000003","618,549999999983","407,249999999989","546,950000000004","658,850000000005","642,150000000004","667,149999999987","382,44999999999","408,950000000003","535,050000000004","747,29999999998","396,350000000003","206,700000000001"
,"1105,28353918594",327,"67,0000000000005","116,800000000001","60,0500000000004","74,6500000000005","43,0000000000003","48,5000000000003","73,9500000000005","69,4000000000009","84,5000000000006","96,4500000000007","107,150000000001","1237,15000000001","755,29999999999","728,6","138,149999999996","116,899999999999","158,050000000002","268,749999999993","689,899999999992","69,5500000000005","220,699999999997","97,0000000000007","84,8500000000006","224,099999999997","343,6","210,300000000003","101,650000000001","222,149999999997","144,449999999996","207,750000000001","274,900000000002","171,150000000001"
,"694,237380110866",327,"277,650000000002","367,350000000001","350,699999999998","263,600000000001","384,549999999999","357,75","501,799999999994","288,85","326,249999999999","211,850000000003","67,3409069823235","192,250000000001","182,350000000002","383,950000000001","246,749999999998","383,099999999996","315,1","352,15","323,3","125,032479664295","312,650000000001","128,15","263,799999999997","331,349999999997","238,645928140507","320,2","324,700000000001","53,0571745714776","392,749999999999","496,799999999997","105,257891715118","484,949999999995"
,"864,774387515985",84,"365,543941768533","331,949999999999","512,749999999997","228,487298815684","337,007458456713","346,924883861021","412,049999999995","339,351675688174","175,467066030761","307,6157593855","41,3171825949347","211,285116767757","183,199392347944","275,980977690145","104,571471641864","279,895738423697","386,549999999999","172,851709650933","757,050000000002","98,5962676193315","440,923075383159","91,2865721885803","96,1907413970288","123,020957822803","133,453129971936","315,376031743386","403,488703260683","360,810267110593","231,956010290037","612,383435239102","109,812820826421","302,191266193307"
,"349,161074588018",452,"169,298527801733","131,070101047467","148,253764588561","94,9650531857792","92,0142870751669","155,197670021467","105,903222726826","138,671404605623","159,006966483557","139,771006239153","155,96928911058","118,305333206275","141,485745475933","81,8633673705574","67,140355390202","87,0238757573808","88,9103847321271","117,717330203469","162,657711012842","95,1768996895584","118,860101298516","162,9","149,097504666206","310,487760814406","244,376169894961","382,074779464668","239,607330460701","230,516458110159","98,6320844914599","282,256273372366","663,075853419523","225,078681309826"
,"556,621130456778",174,"213,147250071486","515,099999999998","75,1949481598271","356,899999999998","241,229001652867","215,701882768907","355,215595005917","160,284555373722","244,778405587963","238,802161037075","58,7123597130046","178,323927715111","222,709343826774","461,449999999996","139,626857745281","301,427361591959","135,954677506777","503,599999999998","215,088936716904","69,1807260842974","216,563823235629","26,6257541612481","233,921009461378","117,56857516414","83,680466306324","316,875689020732","144,694098237196","105,267720185518","220,205712077159","383,533098926527","109,304766691395","279,884163133853"
,"709,509945893288",259,"327,799999999999","173,850000000001","282,649999999996","396,349999999999","303,1","272,500000000002","285,65","143,160689864957","246,200000000003","272,149999999998","57,3983087908606","371,350000000002","207,3","369,799999999999","284,200000000001","290,050000000002","264,800000000001","204,1","350,811931454103","87,852179606451","483,602634623513","144,071045838251","381,849999999999","320,65","455,449999999995","434,450000000001","341,899999999996","258,9","250,199999999999","576,700000000002","197,176877202019","534,150000000003"
,"417,716917573749",104,"137,976564157514","68,3460281462922","132,847697671396","167,310108135221","75,1512768144097","132,949402018903","102,548497206059","387,520990535482","197,763470708557","177,580339096754","171,7","120,241776662121","72,1858498765028","189,314652816648","122,432676506478","257,556357679913","90,2285429704847","112,467157316756","150,787622876517","23,8748306424032","181,774003828965","125,749179258361","194,692548586766","332,80877076393","448,598788383961","245,449327197898","557,496676301154","369,12516440533","177,335868276257","287,323234914136","242,724359974791","254,23636949321"
,"334,91207514809",445,"61,8467861453056","124,566096202261","74,5902251659243","124,612071659826","102,175062189631","159,258314682237","80,0769400200653","106,176252301389","201,300000000001","78,080680354049","91,124266206318","103,809117549148","169,853999461227","125,75411146893","144,270931614313","144,578160806133","89,8269772149407","67,911504732498","149,530471055982","127,026345876742","124,63592328269","75,3889395913788","109,553296395096","335,310190369272","181,860686800851","232,307424057955","320,122980784091","155,821443578224","237,778899568183","200,648006524952","492,349999999999","211,426402840421"
,"485,090561461002",301,"64,6188482488664","88,7871279261103","106,368122743719","126,4012011782","92,4554137869952","48,8891260995897","75,1510566921856","328,689900906831","97,135052174639","166,022945079698","139,4","50,1239239169821","141,05","56,0627139320956","140,12302084093","75,5898704727287","55,5115859735995","113,633733089901","60,7398968141734","119,950580243405","90,5669834427945","87,8468415233387","108,610930804079","302,763541922881","250,742569836016","154,418206615776","474,756582531161","335,149553959066","192,881041523384","219,092049434657","80,0959010892784","141,17932574877"
,"1149,37126057595",51,"400,199999999992","833,100000000011","170,300000000002","261,499999999995","176,750000000002","389,299999999992","397,950000000005","544,349999999989","402,999999999992","219,500000000003","493,050000000006","328,549999999993","269,150000000004","587,8","312,150000000004","152,750000000002","291,350000000004","288,600000000004","428,400000000006","411,550000000005","480,000000000006","269,750000000004","139,149999999997","387,999999999992","538,400000000007","364,000000000005","513,250000000007","692,950000000009","561,050000000007","298,000000000004","233,549999999995","549,599999999989"
,"1012,48460495958",492,"145,402618915286","167,43937781072","142,788327573172","163,180142037845","56,0664789569945","153,244683268055","153,09613982373","133,010387191438","148,182816500382","116,771935182585","193,867961176585","73,6917525821963","148,800834895167","186,503456980126","230,921725342931","109,972985377827","206,667974688401","217,078597726458","136,815989330992","151,694062321409","118,590380449035","294,849999999999","200,278945410324","268,531015621742","264,705148970278","328,197474049887","460,622151017706","332,581014536629","360,575222359735","412,649253803712","368,031562695933","243,11507253834"
,"1155,91898166388",51,"412,449999999997","491,200000000013","406,249999999997","345,699999999998","553,249999999996","359,649999999998","432,400000000012","892,149999999995","528,050000000011","406,850000000011","205,699999999999","490,400000000013","465,800000000007","288,649999999998","440,049999999997","273,249999999998","1426,95000000001","149,250000000004","492,349999999997","373,549999999997","346,050000000009","424,300000000011","350,499999999998","9,09999999999994","562,749999999996","226,649999999998","323,200000000009","550,549999999996","609,099999999996","306,750000000008","330,299999999998","604,499999999996"
,"331,067966171594",488,"58,7115290645792","130,942138382935","40,5377818727036","190,416237393954","154,199999999999","148,909912075952","93,715358140285","68,4886012872779","89,4361174831576","115,698983231798","113,84222936467","58,5567628608329","103,824276713109","109,159696671351","73,9492861173725","111,513136482917","56,4691466507142","58,5057629103477","71,904923595998","136,464059113575","119,990650809912","107,707852517139","77,4211200787443","212,248315745025","92,3201785049939","224,076582330363","86,2677888372331","108,609361962044","155,740134588165","202,236869382422","505,249999999999","295,002945237168"
,"1130,84916118469",52,"381,95","453,2","713,25","612,6","488,75","160,95","407,6","542,1","547,85","488,1",280,"521,4","477,15","479,1","395,85","493,05","297,5","742,3","487,6","397,65","377,4","381,1","310,8","639,6","896,550000000008","661,75","671,2","523,25","365,8","934,849999999982","292,35","433,7"
,"1063,0562886309",78,"505,791140744936","395,237850656106","296,435214818053","355,537363100943","523,190095513983","532,199999999997","348,95328751352","380,763644777986","354,677064973954","118,959070484387","395,958147089611","608,038374286467","480,436744093448","301,374953804937","219,441677081991","506,810807569889","405,034036353226","332,012046433525","672,000000000013","340,568300909592","514,878484628292","228,47083386277","388,634712981118","302,831506119435","366,386991565791","277,854951955163","380,723586228341","275,926640232465","601,06540128227","367,503935408","348,964867090011","291,339589446563"
,"568,135041912662",357,"360,282275288915","447,229854041567","449,502612583378","443,543470605993","321,505310307714","404,689946744303","240,454114226703","666,322950233949","385,328391277857","355,57080730569","92,1013309335533","539,689334990789","390,150751958217","300,837432034357","320,384552174537","402,077382582094","446,982632671845","881,324147379798","289,616035405407","223,175994983392","368,906130095009","50,3154374400129","221,810434684404","916,232525622447","1072,51973047391","572,285383075535","1107,430553812","1188,00804112289","461,659308198665","859,382417403246","170,371498469734","417,033654751018"
,"682,623758997514",273,"255,449999999999","162,40658033762","243,000000000003","476,75","183,669542672186","352,400000000002","486,949999999998","262,700000000001","226,599999999999","266,249999999999","50,7285625399053","244,600000000001","258,579146183261","459,45","281,249999999998","349,399999999997","381,300000000002","296,149999999997","426,65","127,486144056751","349,100000000001","45,6610845808233","242,933249361435","271,9","299,2","598,45","328,799999999999","131,265167354119","217,302918971948","484,4","150,921347112826","447,7"
,"356,886806426246",352,"131,45081135888","121,656795969355","73,9970394695909","115,932868455168","145,6","101,104564546802","86,7898290359617","97,6974085143598","94,7342630902701","98,5159106801517","109,689915484567","83,3093792388868","110,995463942045","100,689545834694","119,260457463605","144,994216454416","82,5468557215561","114,417037357235","164,931953943708","104,703602462694","82,8622453377909","119,781411323564","91,5863354146756","630,600000000001","195,739682573726","264,886521313064","214,240003018889","201,517134697941","191,396313716644","165,314219626432","171,655375479446","242,4843492702"
,"730,34105897872",441,"106,500000000001","214,599999999999","349,799999999997","192,925533276229","149,288877040512","246,449999999998","219,95","32,8910386822184","129,134840035438","242,500000000002","91,2482464104179","183,000000000002","213,05","416,600000000001","159,808361739793","228,899999999998","186,799999999999","244,350000000001","460,499999999999","86,7917121993483","226,4","70,9980124974371","162,850000000001","145,85955378809","149,841042912431","364,349999999998","146,377721635509","116,877787259269","282,85","265,149999999997","119,050304427772","433,400000000004"
,"1074,97294169315",78,"825,284367876663","715,675522196535","1046,05999905955","774,568819483291","974,564902538103","784,728161558941","549,604081530528","712,540263459086","835,980233713949","647,930092326554","803,456476294692","764,089372674949","835,828580582256","749,486501245111","663,179333988626","838,575256770067","630,008010135581","741,87128101029","596,156713739067","532,756041374488","456,34763898749","844,900000000003","470,314960760816","1073,9144875928","545,905808116168","632,959263263485","830,669770330256","544,758857476567","875,729157942627","624,94108151757","434,323619781734","858,473783512766"
,"400,284528016815",71,"482,423573743158","314,529927782","366,351338353778","430,383729584596","358,01600481091","277,539851530739","326,079398827004","223,599780413857","610,61752194805","476,433801686423","383,490126572349","486,777303809762","518,917878842547","387,450051888219","267,485265065549","461,142762399044","584,299999999998","371,998822820283","322,630360409864","760,51778334012","511,800183447413","545,853547686767","400,064919795937","157,312674821191","344,043068326139","1007,25","595,6","663,3","182,986902915427","480,277751403714","743,892008288593",991
,"1109,06998504246",78,"590,599999999995","674,85000000002","409,349999999997","339,799999999997","421,249999999997","516,349999999996","359,350000000011","424,549999999997","376,949999999997","279,250000000008","367,349999999997","360,799999999997","593,400000000018","483,350000000015","598,899999999995","568,099999999996","394,200000000012","173,700000000005","418,699999999997","335,999999999997","386,500000000012","200,950000000006","273,699999999998","400,149999999997","710,349999999989","467,749999999996","488,250000000015","711,299999999995","323,699999999998","276,600000000008","382,149999999997","407,099999999997"
,"1106,78614394464",78,"508,149999999997","495,499999999997","503,399999999997","386,349999999998","266,099999999998","420,499999999997","283,949999999998","595,499999999996","427,499999999997","478,449999999997","576,099999999996","538,799999999997","460,750000000012","554,750000000014","556,700000000014","565,450000000015","506,900000000013","309,050000000008","467,699999999997","264,299999999998","497,650000000013","294,450000000008","383,549999999998","443,749999999997","738,999999999995","409,249999999997","753,149999999995","900,949999999988","384,20000000001","384,049999999998","391,099999999997","556,399999999996"
,"1084,23437307525",78,"513,78014433517","666,520339017752","383,122621770308","590,416110885442","339,227776215314","355,090455046415","409,912115486443","728,599999999986","468,199315901644","445,656952603897","433,460243723564","436,965668781792","321,450017888383","499,062445129886","642,6","627,890350524715","202,165923737971","589,4922450229","558,23378873032","321,207003003408","422,3179428763","524,23380952921","440,01001859508","847,630795280298","642,230845884473","508,855466079305","833,183014783187","547,999101278314","496,998393552245","613,453456627014","394,503147156897","506,56607894448"
,"1087,88399933882",78,"493,42626330011","366,782266426622","251,510331351846","637,309054970625","291,850469141061","313,11647245881","455,768973685258","345,754989118609","375,679280178514","338,643841163236","295,129244783267","277,468681463798","162,972149821879","346,37583155201","313,620316003153","370,4289320174","85,6777859969511","591,420251201516","310,58564267028","197,18293993364","346,845390287782","393,241181672611","423,606136556594","416,236844968208","383,22645252761","351,514637538145","563,994743992856","411,283342519633","383,206455866825","600,808577467245","387,280962652157","582,750000000018"
,"984,568910814986",255,"836,699999999995","361,5","564,450000000003","396,100000000001","485,199999999999","626,6","528,259513135184","916,300000000002","260,450000000003","318,75","85,8788573057162","417,935529846526","226,852422441405","562,300000000003","452,449999999995","362,749999999998","366,199999999998","404,468473226873","474,399999999996","144,890439269263","538,999999999998","50,7703114775345","406,550000000001","544,500000000002","746,15","528,400000000004","741,650000000004","540,799999999999","517,4","697,850000000006","116,310759530155","681,050000000002"
,"457,995832733921",420,"65,2829596923427","296,39984109782","512,290385226243","150,258508897765","290,91621090884","126,393122447994","263,345925966402","175,949332628097","74,6075548737659","93,115408689587","65,6361934119023","73,5242453564868","82,9048257197884","50,965267953526","90,2983157868915","147,12670049048","130,803515290063","142,63075461268","150,645336160784","47,6190025918534","300,612860410362","83,6999999999993","50,6813590369539","103,617163403552","259,540022946083","179,491886631219","238,525140550487","231,361044509854","189,003421493269","520,709491533967","70,6555706959184","326,303516049241"
,"341,682588802711",126,"185,859776221161","239,75","164,577462155922","104,233612914963","143,65","131,858931009755","111,816370987819","232,15","133,849999999999","133,738779725996","82,432316278966","91,3037869994519","58,7613936015392","139,087327370658","138,2","92,2861985244759","221,594202109889","205,523420445721","185,250000000001","37,7987686097881","228,550000000001","99,5282684654775","166,350000000001","151,445266305081","133,073990377957","222,901149936352","489,300000000002","352,449999999998","279,625637921594","250,893620420273","104,162459566838","386,8"
,"1036,18471275608",289,"164,799999999999","234,941808743477","273,022417303686","136,992725286045","149,52161749901","54,0672492589242","105,561832045225","307,384301221473","165,686620248774","114,563182110873","253,500000000001","134,960745040551","202,494224060143","50,648400592341","53,8616739165631","82,0550649337876","110,535712572582","423,481566114841","87,3020826919241","89,6620298785343","116,171398695508","67,6666834775786","142,900588688125","123,304429897068","539,850000000012","162,088770692202","343,90304693689","223,942824246632","186,189471129613","74,1179811124119","167,685386486474","182,594246977654"
,"475,067314081752",185,"498,833222519562","380,514610072204","419,801874511886","378,230875179481","443,71467254883","571,449999999999","684,85","376,039567219641","392,899084433391","417,346822258986","259,115068436477","388,051456182325","352,938624249449","621,158741006783","481,445294098775","647,599999999999","368,549407997417","490,137692536789","886,200000000001","341,630726233141","388,97956352228","363,951198055374","531,927504283024","411,016365711514","316,170524914872","577,852721612727","630,396652999137","329,782549168841","443,642407648902","1681,85","550,875816525217","674,690590842845"
,"1078,8578992711",78,"595,285212625073","660,274855066971","604,603399747034","502,976638582676","823,037812917431","564,862820581153","352,454581076252","478,838636697802","606,629903667178","749,700417806945","751,891451847784","458,14895328204","628,066933510828","547,304813418689","434,337855358426","931,939323431352","601,899999999992","903,268506394611","581,097638661774","359,119149294465","402,01805545405","583,610368905028","406,544546777968","1027,82189902763","385,681995493822","545,424039588435","985,657785198035","324,04598727925","607,399248845596","569,236419677051","388,564157431367","654,504191041299"
,"233,946950192558",52,"332,318805168119","347,466741917641","124,289420976814","216,724197270977","604,721601471661","751,900000000001","568,549596412633","535,625035422629","537,362123271658","849,899999999999","800,8","264,83878508617","249,741418835556","236,219885361684","430,382484115322","525,503767876496","562,164882901577","503,962178273508","362,487909431672","370,411750275423","514,263590476306","379,066075584352","309,824600296846","449,883661696841","460,586513906974","398,23696344389","289,786361726573","257,718910585804","443,322924149647","244,162546955317","295,633565557703","553,712946043654"
,"1134,57976779598",91,"289,699999999995","261,250000000003","117,750000000001","265,75","218,550000000001","136,849999999998","151,150000000002","347,499999999992","261,750000000002","83,9000000000005","167,549999999997","219,300000000001","163,850000000001","120,100000000001","191,450000000002","187,250000000001","143,950000000001","141,250000000001","187,850000000002","179,750000000002","121,000000000001","195,600000000002","154,099999999997","565,050000000003","348,950000000002","121,600000000001","336,700000000004","279,600000000003","302,150000000004","357,200000000004","117,750000000001","271,249999999995"
,"890,17852623816",472,"90,6293078214212","154,672884589587","75,4639623281921","206,025046498316","136,558622167192","109,913751771961","113,785967647303","95,620160580121","116,7610829562","115,883494484156","113,720713478269","108,296269809788","154,846875418163","177,955701817631","102,098836459648","180,775492905543","48,0996513353139","202,849999999999","127,703118162154","126,594856512623","171,818346191388","42,6467562511334","99,2944525109916","235,050600121618","255,445033358807","205,107515796105","466,940515177841","85,353840182943","257,076787114793","168,457279243918","330,64921773934","171,985980019667"
,"988,333055361393",307,"362,202965969749","827,65","503,617896140057","186,842098239861","154,890222513189","212,948395608925","330,939707754556","542,890996729182","162,383748366715","178,054977629027","124,940718207576","196,57777854248","390,799999999999","230,51519602649","309,877560189541","251,970624780489","175,939524467664","213,247787563045","198,339604645019","122,180487365914","230,746962638946","133,515792766887","176,864776795185","193,022642489361","387,449903398149","390,949356910449","668,710914542312","592,997285790657","470,630079095274","424,126457532989","290,673688227632","363,616324902545"
,"1053,57878180239",50,"347,9","328,890322908116","231,228040134365","394,086065324069","267,016512149151","128,322001343533","179,804377529371","238,640732279812","607,350000000003","81,7719082141797","126,34337382556","324,988164467027","284,420826884786","144,68910734843","233,244499221101","181,053986620886","234,977608146948","306,806577339076","165,148773727113","301,408005349571","203,984527952026","330,254510933363","363,475540873931","141,913265503545","125,077804010693","383,830195186544","274,082677119557","299,758363850767","340,228113135505","253,790666743076","166,688085461318","431,890845815172"
,"1002,97283245852",287,"146,783489215658","297,829355920594","404,903640892756","251,565953062322","272,48329427738","193,196189720369","214,611010713953","377,196611093776","251,655686592831","216,651391882214","127,681763112638","302,876561163743","265,6789418652","316,288598319053","242,029612581092","200,997816481023","222,229132867174","309,473561542146","184,916746153577","162,588363764027","314,770358016879","149,250000000001","283,714145490065","352,33392537025","468,606387648737","503,746094204494","382,247632775945","418,278395435205","379,443431569334","263,372767950819","459,649999999999","606,421660202915"
,"805,39010019776",267,"220,349999999997","222,900000000001","423,850000000003","229,450000000002","174,670203139721","191,163154641737","186,299999999999","223,099999999999","239,86767877573","149,264505198964","73,6878213180156","231,700000000001","267,549999999998","576,599999999998","207,20673098284","159,599999999999","492,699999999996","306,000000000003","349,499999999998","38,4004263504885","222,897474032843","61,5370125172737","198,00386176869","297,11317949171","191,671558262144","245,923138717315","444,900000000001","327,949999999997","258,450000000002","571,550000000003","139,489044250035","342,400000000001"
,"618,035020570332",333,"124,659970547238","72,5164299780463","148,945000854106","100,117611914647","107,46967188478","79,5379604082138","101,378972677434","77,6278635638592","60,3377496510384","138,694317421907","137,402795505416","64,1945476290644","131,518533036245","507,05","234,349999999999","228,400327292834","100,469532853506","109,152901536344","94,7879946739528","118,038373629502","99,408394567378","189,55","78,4126290289192","231,448916207242","232,374457785539","113,726065869354","248,893359306606","68,7238779701119","267,089751114576","240,95686582294","70,9978869454966","166,700652134785"
,"625,537560173964",462,"288,278662729756","155,087066244422","129,819639358926","141,119230474378","219,233243885723","190,004546932483","225,885716111141","103,959740352384","100,56534327284","155,418588181457","111,728806317656","120,761618920231","123,860124071213","143,108391087163","164,51042183806","143,674846512605","141,405787615225","109,918787115459","247,212476677763","103,050599463258","155,885818918405","78,3356678299212","185,749999999999","227,552882002883","171,339378741732","250,888001500061","203,230124225399","90,2559187187649","275,284618150933","595,184550434585","107,003529495321","299,017304801396"
,"305,142898662498",79,"216,601719755144","370,691337500178","124,159603799621","187,69613072088","500,14229796578","311,698567193583","88,3952939248062","407,390586676643","304,898276423805","256,02211267586","155,357333895461","443,855362995051","352,183049420069","227,878519567219","362,489387307173","206,228511003701","349,404202631002","263,412408267956","217,196322415198","207,621565848187","471,75","281,184324315461","298,909165966751","489,949999999999","386,962144047201","226,878295366302","346,725447458266","356,014207560454","489,776279553633","472,948341510775","153,526381800846","440,208739135995"
