"Name","rt","mz","S48","E0","E0.1","Pool","S48.1","S0","S0.1","S0.2","E48","Pool.1","Pool.2","Blank","Pool.3","E0.2","S48.2","S0.3","S48.3","Pool.4","E0.3","S48.4","Blank.1","Pool.5","Blank.2","Pool.6","E48.1","E48.2","Pool.7","E48.3","E48.4","E0.4","S0.4","Blank.3","Pool.8"
"",501.614689910186,73,13.3388825593066,12.485908211359,12.685376760283,12.6228153203097,13.076802667241,11.6679891664595,10.4106500625928,11.4946743428829,13.3601827320085,12.7953562303069,12.6375539660761,11.0241364587756,12.8586488137117,13.1510170447838,13.3672326487321,12.0292854929369,13.2213503017214,12.6767502838716,12.9040787776576,13.4763710304018,10.7372451500296,12.585767225589,10.1587717098577,12.8285608697186,13.1434386863439,13.6390784360332,12.5590028023003,13.4984908083094,13.4212309242733,12.6136110793127,12.2074888405737,10.5313079008355,12.7120898666853
"",627.364293426043,73,13.4623427070252,11.9143765533126,12.0925720233432,11.8127777825185,13.3017357939205,12.5416938718313,12.7276216585946,13.1348604505981,12.05591190259,11.3662089680966,11.7743610261223,10.7142728271453,11.0910016536124,10.8150840566556,12.2218020301696,12.2561971914379,12.0023989340232,11.7960705910587,11.4637647811761,13.0034798127621,9.15051186361184,12.0161101224909,7.71699180849688,11.4579856824222,10.7686549611542,11.6309850623106,11.597436396689,11.7992669775248,11.9483155020489,10.8453419848522,13.3065937377261,9.05972092103229,12.1861185508819
"",540.63177339622,73,11.6089777078906,11.3934160194866,11.99337224675,11.6813859611865,11.4909721145083,10.6263643200143,11.5422945043816,10.1884535466628,12.0794744285971,11.7690145652673,11.6594353893487,10.4444678726536,11.0631764189595,11.4839001514728,10.7631456824235,10.5425341305639,9.94721375495189,11.4564128047586,11.987724526538,10.4155078262196,12.1236472644,11.7130449539271,10.365568471422,11.0217782772672,11.695650601139,12.8909472123958,11.6439709768103,12.3871926127849,11.8116077458538,12.1534286487683,12.2072642556908,11.5505965841139,10.2090640657243
"",605.412983773331,73,12.4424029660921,12.1270292023358,11.8514585516242,11.5368784096736,13.8681350823977,12.5507718156126,11.8673452002393,13.2899239411316,11.2261242198452,10.7046369880146,11.6962016638205,10.4824475732495,10.796559820107,11.2445617068079,11.6216454248586,11.4047751266103,11.646163540105,11.2490846662192,11.42020649384,12.7041086974648,10.1045537513579,11.7135931488163,9.74247139532735,10.6841586281528,10.8445690969186,10.565520743522,11.2826276516918,10.8170251656618,10.7626552880828,11.476982117946,13.6716319610327,10.6626757154601,11.8568036788432
"",778.075205371046,73,12.5258790192766,12.0300716645935,12.26779452578,12.4123680433295,12.7044556791412,12.2000811377044,12.3673632641366,12.8611365167177,12.1785136436371,12.5871929488359,12.4880250531066,11.6651205906135,12.3773504594981,12.335148608979,13.0250286492859,12.4120313742521,12.7189288060243,12.5275874561962,12.3210669181146,12.9788492907156,9.33111716994135,12.622194934046,9.98416217018455,12.6428450290769,12.0160651497949,12.3456078832386,12.6005858703407,12.7041604306292,12.1422473133078,11.95324513908,12.9913327000971,9.67988787088578,12.5882622475874
"",368.548863216194,73,12.6715612362721,12.2156379548346,11.823805005874,12.0632849343688,13.1032332462475,12.7759695964835,12.9070865712762,12.9990763480729,12.0371716099126,11.6505929865322,12.0562895161046,16.9768188021892,11.628928790616,12.2961396660999,13.5076071156126,12.0122849238958,13.0068753103349,11.8249604110276,11.1388868703661,13.3713998389918,13.7153634850241,11.8851896325484,14.7381120083779,11.7147099228914,11.2620091340118,11.2268468124783,11.6560475480993,10.6792051387831,11.1305624359037,11.3792272287112,12.5531990003651,13.7714406216748,12.2188597785225
"",352.093388102282,73,12.7502316185846,12.8576402803336,12.9129405811755,12.8887899575011,12.9996519658341,12.9874252882067,12.7465901950581,13.1272923906876,12.7858667174439,13.1666171982532,12.9189873301907,11.8008907291107,13.2898058125551,12.1568924491955,13.5098510657597,13.6273292647328,13.4621304929687,13.1241871955517,12.9279851720976,13.5015281694544,6.83149696198824,12.8564745040909,10.0624398419182,13.2831755255086,13.1539983422628,13.4263563656158,13.0818413984107,12.886780367979,13.0547975412031,13.2887924470931,13.461984602216,8.00254053460066,12.9177973994796
"",264.747140565678,73,12.8762149922236,12.6475044413808,12.6591994040003,12.4565670766241,13.1360844489975,13.17360456276,12.97923656769,12.9148772060301,12.2885859156742,12.5689881604549,12.6182681017867,19.2920325296079,12.4821668443085,13.8230614672382,13.212049209328,12.689336362463,12.9280196958297,12.7673603455462,12.494600373479,13.1326825410049,15.9058842159826,12.958846103271,17.2531799434097,12.5263745022587,12.3204556529501,12.6891543726004,12.5808423346384,12.1429854150208,12.5434581458115,12.2635640599412,13.0614364577318,16.1256539489898,12.7533416266006
"",1067.01010417734,73,9.15814457920964,13.6364201656657,15.16585825328,8.9945274440119,9.34826210277978,9.64076374693209,9.52438747445325,9.78639401188095,11.8359583682301,8.83188843951815,9.17299553809855,9.32941470168446,8.94284619162303,13.1452915763826,8.00149164516831,9.17094835158954,8.6006239557205,9.25087574129227,12.9479623033575,8.43013685880121,8.38053388696064,9.58180262047223,9.37321695084301,9.67165160677899,11.6148295748694,13.6511510003285,8.70687858443552,12.8080897581423,10.681464901073,10.3136502192719,9.85239189431736,8.69852069629868,7.85059273391175
"",247.12070340362,73,12.9700180146137,12.5808889001246,11.9055367110527,13.0803649567105,13.1267186164583,12.6596559308414,12.9050281524983,12.8641891417849,12.268697179292,13.1951815640893,13.1156390646369,16.3301562540912,12.7165291102642,13.0203427931442,12.8193503908067,12.4394002803143,12.6775705137382,12.754178124084,12.2223509093403,13.1040035820142,13.4536652694495,12.721379316164,14.0184557973862,12.4644472622582,12.9133022606069,12.3479089043352,12.5758821605863,12.1216631751854,12.5293730078327,12.2700027026148,12.6058312661966,13.1095102560784,12.6880358849511
